Ticker,Name,Tot Assets:2024,Tot Assets:2023,Tot Assets:2022,Tot Assets:2021,Tot Assets:2020,Tot Assets:2019,Tot Assets:2018,Tot Assets:2017,Tot Assets:2016
TXCCQ US Equity,TRANSWITCH CORP, , , , , , , , , 
TGL US Equity,TREASURE GLOBAL INC,4278585,6372378,2704282,3688052,635377, , , , 
TRUE CN Equity,TREATMENT.COM AI INC,1279192,739306,13674,942513,313203,515394, , , 
TRLS LN Equity,TRELLUS HEALTH PLC, ,20287000,25914000,36795000,4368000, , , , 
TRD LN Equity,TRIAD GROUP PLC,6501000,8706000,8879000,8461000,7817000,8348000,8199000,7802000,6121000
TRB LN Equity,TRIBAL GROUP PLC,113067000,113639000,103068000,97347000,84440000,86873000,75715000,73642000,71403000
TRBE CN Equity,TRIBE PROPERTY TECHNOLOGIES,27720204,14398217,26054848,18382032,758149,794063,834763, , 
TRIFOR DC Equity,TRIFORK GROUP AG,334308000,304263008,249274000,245664000,229108992,122065000,96271000,75733000,66297416
TMXN US Equity,TRIMAX CORP, , , , , , , , , 
TMOL US Equity,TRIMOL GROUP INC, , , , , , , , , 
TRT US Equity,TRIO-TECH INTERNATIONAL,42540000,42186000,43421000,38306000,35660000,36527000,36474000,33498000,32219000
TRIONA SS Equity,TRIONA AB, ,129182000,125684000,131748000,91833000,92118000,88425000,89931000,84873000
TPPPF US Equity,TRIPLE P N.V., , , , , , , , , 
KETA CN Equity,TRIPSITTER CLINIC LTD,2825,99269,1457306, , , , , , 
TBRG US Equity,TRUBRIDGE INC,394432000,431776992,430963008,383350016,326272000,339588992,327745984,318216000,339150016
TREP US Equity,TRUCEPT INC, , , , ,29947730,22799416,21892878,21163436,18378794
TRUEB SS Equity,TRUECALLER AB-B,1955479040,2160339968,2344371968,1692896000,435833984,274984000,143764992, , 
TTT CN Equity,TRUTRACE TECHNOLOGIES INC, , ,117409,1428663,89817,1364071,33027,14987,0
TTEC US Equity,TTEC HOLDINGS INC,1753379968,2185597952,2153961984,1996803968,1516408064,1376787968,1054508032,1078736000,846304000
TTMI US Equity,TTM TECHNOLOGIES,3472494080,3323663104,3323603968,3025547008,2895943936,3560933120,3457502976,2781882112,2500076032
TUR GR Equity,TURBON AG,44654000,45617000,46423000,47922000,39046000,42268000,51464000,71919000,80807000
TTGI CN Equity,TURNIUM TECHNOLOGY GROUP INC,11356425,2904105,3513073,2493190,126448, ,427056,117263, 
TBCH US Equity,TURTLE BEACH CORP,298860992,149967008,163387008,230504992,203452992,131351000,121920000,94251000,94800000
TWLO US Equity,TWILIO INC - A,9865472000,11609706496,12564303872,12998597632,9487432704,5150516224,1028710016,449782016,412694016
ALTXC FP Equity,TXCOM, , , , , , , , , 
TXT IM Equity,TXT E-SOLUTIONS SPA,448377856,302242208,300780224,226056704,173447920,161686144,157617104,118286192,62513956
TYL US Equity,TYLER TECHNOLOGIES INC,5180015104,4676662784,4687416832,4732161024,2607273984,2191613952,1790962944,1611351040,1357944960
UBXN SW Equity,U-BLOX HOLDING AG,437924000,593105984,668624000,504472000,517902016,585942976,553030016,524512000,424872000
UBQU US Equity,UBIQUITECH SOFTWARE CORP, , , , , , , , , 
UI US Equity,UBIQUITI INC,1154412032,1406398976,844712000,890985024,737451008,875865024,1022577024,972710976,747107968
UBYH US Equity,UBUYHOLDINGS INC, , , , , , , , , 
UDSG US Equity,UDS GROUP INC, , , , , , , , , 
CFC GR Equity,UET UNITED ELECTRONIC TECHNO, ,53869584,49067832,48573804,48257532,42246572,31142114,31587732,32059154
PATH US Equity,UIPATH INC - CLASS A,2954757888,2735205888,2572450048,866460992,508168000, , , , 
UMLS US Equity,ULTIMATE LIFESTYLE CORP, , , , , , , , , 
UCTT US Equity,ULTRA CLEAN HOLDINGS INC,1919900032,1867699968,1960899968,2025400064,1102499968,1019299968,965476992,563411968,380696992
MJLB US Equity,ULTRACK SYSTEMS INC, , , , , , , , , 
MLUMG FP Equity,UMALIS GROUP, , , , , , , , , 
UMDK GR Equity,UMT UNITED MOBILITY TECHNOLO, ,10918257,41093224,50176088,50895968,30078494,22186494,28107140,8135301.5
UPG BB Equity,UNIFIEDPOST GROUP SA,323284000,277977984,338076000,311976000,247128000,111297000,62385000, , 
FPG FP Equity,UNION TECHNOLOGIES INFORMAT, ,14825000,15184000,15395000,17456000,16330000,15521000,16126000,15063000
USRC US Equity,UNISOURCE CORP, , , , , , , , , 
UIS US Equity,UNISYS CORP,1872300032,1965400064,2065600000,2419500032,2707899904,2504000000,2457600000,2542400000,2021600000
UCSO US Equity,UNITED CONSORTIUM LTD, , , , , , , , , 
UTRX US Equity,UNITRONIX CORP, , , , , , , , , 
U US Equity,UNITY SOFTWARE INC,6737406976,7243441152,7833985024,4841346048,2671225088,762860032,589300992, , 
OLED US Equity,UNIVERSAL DISPLAY CORP,1832333056,1668961024,1532819968,1466919040,1269228032,1120157056,933424000,779955968,627558976
UEIC US Equity,UNIVERSAL ELECTRONICS INC,323353984,355872000,504163008,510348000,510289984,564158976,555596032,608430016,521036000
UNEH US Equity,UNIVERSAL NEW ENERGY HOLDING, , , , , , , , , 
UPIN US Equity,UNIVERSAL POWER INDUSTRY COR, , , , , , , , , 
UTRK US Equity,UNIVERSAL TRACKING SOLUTIONS, , , , , , , , , 
UNLGRP DC Equity,UNLIMIT GROUP A/S,12100207,480209,19800510,21967756, , ,40749928,47340996,11177974
UPYY US Equity,UPAY INC,770340,833257,1452189,627485,560209,1022946,473306,363874,193963
UPDC US Equity,UPD HOLDING CORP, , ,652739,518250,21473,81832, ,65308,1619
UPLD US Equity,UPLAND SOFTWARE INC,529521984,870024000,1113458944,1029006976,1011219968,896828032,483198016,281259008,150588000
UPSALE SS Equity,UPSALES TECHNOLOGY AB,104165000,115914032,124495288,115792696,74151000,62823480,55772900,55804920, 
UI CN Equity,URBANIMMERSIVE INC, , ,18913532,12632045,8952700,7287784,7757496,544014,1512891
ULY US Equity,URGENT.LY INC,54071000,121194000, , , , , , , 
USDC US Equity,USDATA CORPORATION, , , , , , , , , 
OSP2 GR Equity,USU SOFTWARE AG, ,108063000,112979000,116016000,115466000,104460000,95144000,99386000,91905000
VVX US Equity,V2X INC,3228843008,3081900032,3233103104,889459008,843811008,636388992,572243008,495551008,465304992
VLRM PZ Equity,VALEREUM PLC, ,2435795,1240170, ,40888.8516,296211.0313,3358825.75,1388075.25, 
VMRI US Equity,VALMIE RESOURCES INC, , , , , , , , ,436672
VNT IM Equity,VANTEA SMART SPA,23194400,30299352,38413268,36169128,12308089, , , , 
VANTI FP Equity,VANTIVA SA,1720000000,1664999936,2343000064,2999000064,3017999872,3209999872,3759000064,3712000000,4381000192
VRNS US Equity,VARONIS SYSTEMS INC,1664274944,1103910016,1043731968,1108536960,555481984,318312000,284977984,245638000,181838000
VRTK US Equity,VARTECH SYSTEMS INC, , , , , , , , , 
VTON US Equity,VAST SOLUTIONS INC-CL B1, , , , , , , , , 
VCMP US Equity,VCAMPUS CORP, , , , , , , , , 
VCM CN Equity,VECIMA NETWORKS INC,387823008,331686016,262608000,214732000,210298000,200770000,210039008,193995008,186244992
V3S GR Equity,VECTRON SYSTEMS AG,32798874,30339628,36513000,47713000,27469286,26717336,24859248,21478856,24556820
VEEA US Equity,VEEA INC,21093896,35701532,324041664,319732256, , , , , 
VECO US Equity,VEECO INSTRUMENTS INC,1251576960,1229041024,1128183040,898976000,898064000,818088000,900816000,1387474944,758531968
VEEV US Equity,VEEVA SYSTEMS INC-CLASS A,5910920192,4804296192,3816464896,3046066944,2271777024,1653766016,1230333056,917376000,705798976
VLDX US Equity,VELO3D INC,89180000,153799008,223063008,302716992,347394816, , , , 
VENZ CN Equity,VENZEE TECHNOLOGIES INC,27778.7051,22365.6895,34395.9648,765769.1875,1807159.75,220811.5781,1704521.75,172259,88814
ALVG FP Equity,VEOM GROUP, ,25837000,31952000,30906000, ,34516000,39498000,17018000,21298000
MDRX US Equity,VERADIGM INC, , ,1504722048,2311024896,2917617920,3205739008,3181484032,4230149888,3832158976
VERB US Equity,VERB TECHNOLOGY CO INC,20635000,10839000,24492000,34431000,32542000,28359000,898000,92000,104203
VRME US Equity,VERIFYME INC,16067000,20705000,20752000,21688000,8774000,943154,2050617,903176,281114
VMX FP Equity,VERIMATRIX SA,171930000,191866000,209912000,239223008,260606000,275992000,104521000,106216000,84549000
VRNT US Equity,VERINT SYSTEMS INC,2226424064,2313601024,2361104896,3261295104,3016058112,2867026944,2580620032,2362784000,2355735040
VRTC US Equity,VERITEC INC,132000,74000,79000,251000,244000,105620,151485,72859,152538
VERI US Equity,VERITONE INC,198060000,378857984,424752000,518347008,177654000,108526000,117754000,88558000,22348000
VERS CN Equity,VERSES AI INC,5699640,8640747,9028388,116956, , , , , 
VS US Equity,VERSUS SYSTEMS INC,5087671,6442793.5,11909806,23455916,7133012,4042354,3679140,4997322,6662314
VERX US Equity,VERTEX INC - CLASS A,1166791040,759926976,719192000,670206976,554928000,264623008,215072000, , 
FORA CN Equity,VERTICALSCOPE HD SUB VOT,132406016,152951520,177555840,217029616,87683576,101996192, , , 
VERT SS Equity,VERTISEIT AB,1154562048,540921024,549420032,349936000,107554000,86765000,43742000,26251000,18548400
VRV GR Equity,VERVE GROUP SE,1252449024,1007027968,1044659008,934092992,385841984,312448992,236292992,98778000,97510000
VTBAS US Equity,VESTIBLE ASSETS LLC, , , , , , , , , 
VIAOY US Equity,VIA OPTRONICS AG, , ,137384736,161666400,149852128,81659944,80571264, , 
DSP US Equity,VIANT TECHNOLOGY INC-A,440804000,404911008,377883008,389131008,133520000,106857000,86662000, , 
VSAT US Equity,VIASAT INC,16329364480,7730336768,6389345792,5349467136,4883868160,3915287040,3414108928,2954652928,2397312000
VIAV US Equity,VIAVI SOLUTIONS INC,1736300032,1850499968,1827900032,1961400064,1776300032,1815100032,2026800000,2110499968,1678099968
VICR US Equity,VICOR CORP,641118016,594886976,536900992,477204992,396239008,240727008,221068000,165724000,154067008
VID LN Equity,VIDENDUM PLC,346300000,451300000,554200000,441100000,334600000,360600000,364200000,289700000,322800000
VIDE US Equity,VIDEO DISPLAY CORP,4739000,5360000,7116000,9902000,10519000,7807000,8027000,11430000,11944000
VCTY US Equity,VIDEOLOCITY INTERNATIONAL, , , , , , , , , 
IMINT SS Equity,VIDHANCE AB,68522000,95723000,117176000,99625000,73503000,68034000,72412000,74602000,74998000
VBIX US Equity,VIEWBIX INC,22074000,43282000,63695000,51261000,225000,230000,558677,29530,57570
VCST US Equity,VIEWCAST.COM INC, , , , , , , , , 
VMEO US Equity,VIMEO INC,642820992,622920000,605430976,649361024,371079008,271500000, , , 
VINCIT FH Equity,VINCIT OYJ,47808824,56958416,61960012,39092764,34958068,31195756,30991328,30323796,19976000
VQS CN Equity,VIQ SOLUTIONS INC,24815984,29675196,35544880,47691704,42719660,20768800,21320106,9747514,5021061
VHC US Equity,VIRNETX HOLDING CORP,49609000,60412000,152975008,186516000,234792992,7498000,11751000,7175000,18871000
VRED US Equity,VIRTUAL ED LINK INC, , , , , , , , , 
MLVIR FP Equity,VIRTUALWARE,8323118.5,6747939.5,5635835.5,6578782, , , , , 
V6C GR Equity,VISCOM AG,94645000,126012000,115998000,98693000,80601000,89048000,81803000,71342000,66637000
VSH US Equity,VISHAY INTERTECHNOLOGY INC,4110695936,4239922944,3865652992,3543257088,3154472960,3120774912,3106198016,3462088960,3077800960
VPG US Equity,VISHAY PRECISION GROUP,450935008,471566016,476742016,461888992,401887008,370412992,326383008,306551008,270510016
VSTCQ US Equity,VISION TECHNOLOGY CORP, , , , , , , , , 
VIZG US Equity,VISIONGLOBAL CORP, , , , , , , , , 
VIS CN Equity,VISIONSTATE CORP,826073,386624,976751,1485243,290279,268685,451455,26569,218581
VISM US Equity,VISIUM TECHNOLOGIES INC, , , , , , , , , 
VISL US Equity,VISLINK TECHNOLOGIES INC,26178000,44992000,51796000,68120000,20651000,23604000,28813000,36646000,19899000
VIS PZ Equity,VISUM TECHNOLOGIES PLC,2940243,3295775,4333849, , , , , , 
VMSI US Equity,VITA MOBILE SYSTEMS INC, , , , , , , , , 
VHI CN Equity,VITALHUB CORP,207186608,118783952,106186744,72771792,64082096,24144720,18672304,8717913,1754754
VITA CN Equity,VITALIST INC,1376925,1995279, , ,302631,191515, , , 
VITB SS Equity,VITEC SOFTWARE GROUP AB-B SH,10083852288,7829344256,6320823808,3751777024,2206775040,1890336000,1675648000,1261970048,1096690944
OTTV US Equity,VIVA ENTERTAINMENT GROUP INC, , , , , , ,47912,57200,61807
VG0K GR Equity,VIVANCO GRUPPE AG, ,33400612,45768516,52566900,60692792,60102108,51491468,55282156,54291048
VNE IM Equity,VNE SPA, ,29620476,30379000, , , , , , 
VO2 SS Equity,VO2 CAP HOLDING AB,359166016,476760000,498332992,317659008,14867000,3484000,9686000,14220000,26178000
VHAI US Equity,VOCODIA HOLDINGS CORP,97982,4459346,4911724,1277491, , , , , 
ALVGO FP Equity,VOGO SACA, ,21518088,19374720,20105394,20812168,15755245,13530064,3083357,4201247
VSST US Equity,VOICE ASSIST INC, , , , , , , , , 
VQLA AV Equity,VOQUZ LABS AG, ,5282871.5,4088902.5,3692950.75,2331924, , , , 
VJTTY US Equity,VOXELJET AG-ADR, ,45562000,55120000,67459000,53227000,62305000,69352000,67031000,62139000
VXTR CN Equity,VOXTUR ANALYTICS CORP,33839472,77007648,124422024,221309200,30664160,22910310,8132878,8385120,3972870.75
VSBY CN Equity,VSBLTY GROUPE TECHNOLOGIES C, ,1232148.375,6045131,10075247,3304269, ,3771815, , 
VSEE US Equity,VSEE HEALTH INC, ,1370500,7634367,117944592, , , , , 
VTEX US Equity,VTEX -CLASS A,366777984,341144992,357672992,414969984,140011008,97685000, , , 
VBTC US Equity,VUBOTICS INC, , , , , , , , , 
VLAI US Equity,VULCAIN CORP, , , , , , , , , 
VULTS SS Equity,VULTUS AB,5512092,6930461,8606224,6993493,6740371, , , , 
VU FP Equity,VUSIONGROUP,1669245056,1051945024,536676000,545152000,460983008,395459008,316000992,271467008,202864000
VUZI US Equity,VUZIX CORP,39405256,86147680,132312552,148467056,52471484,28446464,35133640,26833252,22345260
ALLIX FP Equity,WALLIX GROUP,54215000,58465000,51075000,52553000,52943000,55391000,53942000,22060000,17770000
WTG PZ Equity,WATCHSTONE GROUP PLC,1560000,7462000,15479000,14906000,19205000,104327000,69897000,97914000,129811000
WAVE FP Equity,WAVESTONE,977740992,536788000,494235008,446468992,449571008,384232000,361312000,333523008,311774016
WAY US Equity,WAYSTAR HOLDING CORP,4577004032,4582973952,4694391808,4776693248, , , , , 
WAYS SS Equity,WAYSTREAM GROUP AB,113248000,128594000,127178000,78401000,54570000,53676000,40534000,65444000,76167000
WEAV US Equity,WEAVE COMMUNICATIONS INC,188926000,201012000,208348992,187484992,92973000,110388000, , , 
WKYN US Equity,WEBSKY INC, , , , , , , , , 
WBSR US Equity,WEBSTAR TECHNOLOGY GROUP INC,20369,668,4623,9660,14949,52013,14497,13355,3253
WSTEP NO Equity,WEBSTEP ASA,632737984,708172032,678966976,648985984,591660992,565422016,535023008,528252000,557780992
WGNR US Equity,WEGENER CORP, , , , , , , , , 
WFLD CN Equity,WELLFIELD TECHNOLOGIES INC, , , , , , , , , 
WMGR US Equity,WELLNESS MATRIX GROUP INC, , , , , , , , , 
WNRC US Equity,WENR CORPORATION, , , , , , , , , 
WSTL US Equity,WESTELL TECHNOLOGIES INC-A, ,36025000,37872000,32252000,37526000,48897000,60459000,65541000,86031000
WDC US Equity,WESTERN DIGITAL CORP,24188000256,24429000704,26258999296,26132000768,25661999104,26370000896,29234999296,29859999744,32861999104
WSG LN Equity,WESTMINSTER GROUP PLC,7603000, ,10029000,9322000,9496000,6928000,8633000,3602000,6408000
WTRO US Equity,WI-TRON INC, , , , , , , , , 
YTY CN Equity,WI2WI CORP,9378000,5364579.5,9003000,10600000,11033000,12814000,8372000,8106000,7620000
WIIT IM Equity,WIIT SPA,328667936,309093248,302969216,285563040,152301136,72521776,59040988,42809632,21399980
WRMA US Equity,WIREMEDIA INC, , , , , , , , , 
WIRTEK DC Equity,WIRTEK AS,38018000,30171000,30146000,26678584,13998280,8080681,6840105,4870112,4353588
WIHN SW Equity,WISEKEY INTERNATIONAL HOLDIN,114688000,47801000,49496000,88805000,52881000,49904000,78453000,67156000,33631712
WISH CN Equity,WISHPOND TECHNOLOGIES LTD,13617937,14469302,16278096,16793486,9089579,2105840,288073, , 
WISR CN Equity,WISR AI SYSTEMS INC, , , , , , , , , 
ALWIT FP Equity,WITBE.NET, ,22030000,23708000,26410000,20520000,21603000,21157000,21554000,20536000
WITH FH Equity,WITHSECURE OYJ,184814000,207412000,245827008,246235008,237803008,229366000,228040000,175168992,168064000
WITTED FH Equity,WITTED MEGACORP OY,24861450,27902646,31683642,8747000,4003000, , , , 
MAPS US Equity,WM TECHNOLOGY INC,181866000,167020992,199035008,365144000,254531248,253076688, , , 
WMDH US Equity,WMD HOLDINGS GROUP INC, , , , , , , , , 
WOLF US Equity,WOLFSPEED INC,7984600064,6586699776,3917499904,3446799872,3231000064,2816900096,2637816064,2649867008,2766060032
WNDR CN Equity,WONDERFI TECHNOLOGIES INC,2223711744,1135206528, ,32718,30219,116912,9884,7677,11848
WDAY US Equity,WORKDAY INC-CLASS A,16451999744,13486237696,10498504704,8718410752,6816365056,5520745984,4947424256,3268282112,2812369920
WK US Equity,WORKIVA INC,1368468992,1218860032,819619968,786758976,707006016,646396032,231111008,157715008,143143008
WAXS US Equity,WORLD ACCESS INC, , , , , , , , , 
WHEN US Equity,WORLD HEALTH ENERGY HOLDINGS,16118682,10198927,10233018,1588375,458150,620180,23000,3592,3000
WWRL US Equity,WORLD WIRELESS COMMUNICATION, , , , , , , , , 
WDDD US Equity,WORLDS INC,15130,265401,7778,284104,691854,1773877,3846120,184227,93378
WBWB US Equity,WU BA SUPERIOR PRODUCTS HOLD, , , , , , , , , 
WYLD SS Equity,WYLD NETWORKS AB,11631000,28406000,32914000,26144000,5870000,5900000, , , 
WYTC US Equity,WYTEC INTERNATIONAL INC,323570,1221268,272027,452358,951169,1193205,2091469,4093903,3726094
XFAB FP Equity,X-FAB SILICON FOUNDRIES SE,1906712960,1703814016,1255057024,986931008,832798016,866396032,907267968,911636992,591921024
XAR LN Equity,XAAR PLC,80686000,97343000,102440000,103940000,73542000,88224000,152990000,169750000,158487008
XCLL US Equity,XCELMOBILITY INC, , , , , , , , , 
XCYT CN Equity,XCYTE DIGITAL CORP, ,1344819,1108666,1217312,1230320, , , , 
XRX US Equity,XEROX HOLDINGS CORP,8365000192,10008000512,11543000064,13223000064,14741000192,15047000064,14874000384,15946000384,18051000320
XIGM CN Equity,XIGEM TECHNOLOGIES CORP,972345,1042757,615275,2809435,5960,5718,7605, , 
XMR SS Equity,XMREALITY AB,29081286,27499068,53068904,64097900,41681448,32825600,59326700,66723700,32504786
XPER US Equity,XPERI INC,667760000,673635008,736910976,1228711936,1324878976, , , , 
XPLRA NO Equity,XPLORA TECHNOLOGIES AS,577923968,546848000,507943008,576726976,238941184,100076528,29289980, , 
XMSP US Equity,XSTREAM MOBILE SOLUTIONS COR, , , , , , , , , 
XCOMQ US Equity,XTERA COMMUNICATIONS INC, , , , , , , , , 
XTRA CN Equity,XTRACT ONE TECHNOLOGIES INC,24942170,18998830,18058184,49398424,66010860,72304000,34291952,6176713, 
XYLB US Equity,XY LABS INC-CL A, , , , , , , , , 
YEXT US Equity,YEXT INC,508809984,523760992,620334976,595988992,563619968,267128000,203488992,86465000,85497000
YNV CN Equity,YNVISIBLE INTERACTIVE INC,5535991,10698255,15080338,20179324,6034184,6549592,2192314,327358,225598
YQAID US Equity,YOUNEEQAI TECHNICAL SERVICES, , , , , , , , , 
YUBICO SS Equity,YUBICO AB,2208900096,1473699968,1121900032,3442200064,19800000, , , , 
ZNAE US Equity,ZANE INTERACTIVE PUBLISHING, , , , , , , , , 
ZPTA US Equity,ZAPATA COMPUTING HOLDINGS IN, ,86470608,240381216,597648, , , , , 
ZBRA US Equity,ZEBRA TECHNOLOGIES CORP-CL A,7968000000,7305999872,7528999936,6215000064,5375000064,4711000064,4338999808,4275000064,4632000000
ZDGE US Equity,ZEDGE INC-CL B,38195000,46831000,54626000,37477000,12005000,9007000,11733000,12531000,12433000
ZENA US Equity,ZENATECH INC,24076692,12458451,10010189, , , , , , 
ZDEC US Equity,ZENOVIA DIGITAL EXCHANGE COR, , , , , , , , , 
ZRFY US Equity,ZERIFY INC, , ,313000,2240000,376000,327000,139028,540197,996869
ZETA US Equity,ZETA GLOBAL HOLDINGS CORP-A,1111373056,550713984,466502016,397264992,286286016,313320000, , , 
ZEU CN Equity,ZEU TECHNOLOGIES INC, ,252712, ,13685663,16944,6951647, , , 
ZIMCF US Equity,ZIM CORP, , , ,1160784, , , , , 
ZONE CN Equity,ZONETAIL INC, , , ,1251251, ,166207,1416300, , 
ZOO LN Equity,ZOO DIGITAL GROUP PLC,49106000,64248000,61412000,24850000,21352000,17985000,17737000,12834000,11146000
